clazz,i0,i1,i2,i3,i4
2.0,5.886909372579396,31.502605266863824,0.8597986057319907,0.8597986057319907,2.5174283501161887
1.5,2.780892576810944,30.181818181818176,0.08970621215519176,0.08223069447559243,0.0
1.0,1.099053978853645,29.004519898577886,0.11129660545353368,0.11129660545353368,0.11129660545353368
5.5,3.6149286784341825,44.317740683229815,0.4885038754640787,0.41034325538982613,1.9865824268872532
4.5,5.832742471172146,41.03268402086536,1.112064783371273,1.104601261335224,2.149494346382058
4.0,5.936690323307424,38.513726825342786,0.388644812436634,0.388644812436634,0.8711651834328414
4.0,7.016669435675915,49.64705001217069,0.6645622196378136,0.5981059976740323,2.6748629340421997
0.0,0.310363221958198,29.724088099124902,0.04364482808787159,0.04364482808787159,0.0
1.0,1.7358360599276736,34.47761341515232,0.17565007749268124,0.1687618391596349,0.29963836748751504
3.0,1.267907129919315,29.46625960627435,0.8891816235797793,0.8891816235797793,1.004445908117899
2.0,4.272022347444975,52.068224968097354,0.8958243028464095,0.5635023840485479,1.242595000722439
2.5,4.034113645458183,30.67931317993875,0.07503001200480193,0.0700280112044818,0.0
0.0,0.05173305742369374,15.165189363416598,0.05173305742369374,0.05173305742369374,0.0
0.5,3.601091239769627,28.777844671884413,0.1758108517732646,0.1151864201273113,0.1151864201273113
2.0,5.284198284634394,49.212545430071344,0.36342491641226926,0.36342491641226926,2.812908853030964
2.0,1.6057414291615038,28.54465958775765,0.19619991738950848,0.10326311441553077,0.10326311441553077
2.0,5.031293180525076,39.8502953438504,1.093229293668211,1.093229293668211,2.0401528082581484
2.5,1.9723865877712032,27.055438751798167,0.34516765285996054,0.22189349112426035,0.6656804733727811
0.0,0.10675267449519613,15.462212667438402,0.0227133349989779,0.0227133349989779,0.0
3.0,16.980833618939652,52.401582218873614,0.7355461232237485,0.13577285070259154,0.2517729561572329
1.0,2.0723978381741124,26.84230105854104,0.16719157043430927,0.16719157043430927,0.4510284225669738
5.0,14.707596011386526,40.7409459946244,1.626408749646252,1.626408749646252,12.698307003379334
0.0,1.4353011927433097,27.714094787704326,0.04009221208780195,0.038087601483411844,0.0
0.0,0.1174674027957242,14.007503266871812,0.03132464074552645,0.03132464074552645,0.0
4.0,5.681818181818182,32.786764162788984,0.3842380640941792,0.3801504251144539,0.7848266841072596
1.5,2.963912713330761,40.13270248327221,0.20539504313295906,0.20415022468972902,0.3970970833903876
0.0,5.680273236727791,33.313145383520585,0.11605928971714694,0.08953145206751334,0.0
6.0,13.75590020229265,47.15596330275229,0.8007417397167902,0.758597437626433,10.367498314227916
6.0,7.510058113544926,58.70649434225344,0.8828788556101922,0.48614215467143496,3.1627179257934737
1.0,0.03664495114006515,12.521696007934535,0.012214983713355049,0.012214983713355049,0.0
2.0,5.180211684617896,31.088772476284866,1.7764722338788643,1.7531589499696927,3.5715950948850654
3.0,5.76199333823593,38.92017026360989,0.471514469870658,0.471514469870658,3.4822857637236666
4.0,3.3064336213064185,40.683859917348244,0.37156990206863655,0.37156990206863655,0.9177699651508975
6.0,7.430910010576171,54.90775142104094,0.9288637513220214,0.8644870556858417,3.4441532165356143
2.0,3.6011687363038716,27.243381695057977,0.12417823228634038,0.07304601899196494,0.0
3.0,3.079690972589692,29.60489257262412,0.46565774155995343,0.3704095671499629,1.2382262673298763
4.0,5.182993644532106,49.70110714159386,0.9387099130688874,0.9387099130688874,3.594126671049748
2.0,1.4716006884681583,31.63926258096662,0.8777969018932874,0.6884681583476765,0.9810671256454389
6.0,7.15238857752869,28.335099764987792,0.9340805978115827,0.8673605551107553,5.724579663730984
1.0,3.2561051972448336,41.73192077383694,0.22363359871187047,0.21916092673763304,0.41148582162984165
2.0,0.4970052249267236,16.73403395311237,0.30584936918567607,0.30584936918567607,0.40779915891423474
6.0,8.122970566670158,57.69434161819142,1.073635697077616,1.073635697077616,3.299465800775113
5.0,5.672918384171475,47.21199727334696,1.015045342126958,1.015045342126958,2.421681780708986
2.0,1.314938564345764,21.461685301336242,0.29101099374865275,0.2802328087949989,0.47424013796076736
6.0,8.232357060220423,45.80450025205077,2.094623394020581,2.0763563295378433,5.906350849418499
0.0,0.1349148350103997,17.52703440742763,0.06183596604643318,0.050593063128899884,0.0
1.0,1.4100732685129718,27.75154036218059,0.16128289018939218,0.059905073498917105,0.0
1.0,1.8449990814371573,28.311503585610144,0.15484345064693067,0.11810093693409968,0.23357740860299714
0.0,1.2300884955752212,23.908780187146295,0.07079646017699115,0.07079646017699115,0.0
3.0,2.3793667130834897,31.722727155027318,0.35720772537385725,0.35720772537385725,0.7810135012411454
1.0,4.427533725354548,36.25970464525932,0.3891387063299896,0.3891387063299896,1.5997924593566242
