clazz,i0,i1,i2,i3,i4
3.5,5.758831655812117,36.13384528902313,0.18156700217090982,0.18156700217090982,4.183935267416617
6.0,4.082957034313063,49.36695817931248,0.0027039450558364654,0.0027039450558364654,0.0
4.0,7.677318784099767,40.39778003325631,0.002435697583787997,0.002435697583787997,0.0
6.0,9.087069929201341,55.43248086007493,0.0024841634579555335,0.0024841634579555335,0.0
4.2,6.916105513644879,43.20876573615866,0.00506303478304896,0.00506303478304896,0.0
3.5,7.825913355959273,43.114194352609616,0.019964064683569573,0.019964064683569573,0.0
3.0,4.608493410285123,45.62306900102987,0.008614006374364717,0.008614006374364717,0.0
7.5,10.711960060777079,41.959642188475144,0.17364879531148253,0.15194269589754722,1.1829824180594746
6.0,5.495766968001147,46.04277097422774,0.004783087004352609,0.004783087004352609,0.0
3.0,1.4548720251459364,32.49448250164808,0.008980691513246519,0.008980691513246519,0.0
2.0,2.7539739648066988,26.029757410105603,0.04579054098253418,0.0327075292732387,0.11774710538365932
3.5,6.744363010132565,36.411978729359085,0.33641715727502103,0.33241219111698506,13.877207737594619
4.0,5.096641434555743,36.80521483142917,0.0036745792606746527,0.0036745792606746527,0.0
6.5,5.124214652141334,56.52859482078962,0.09798835667761831,0.09798835667761831,0.9741195457951468
5.0,3.642720198488779,31.646758124250173,0.0037592571707830533,0.0037592571707830533,0.0
6.0,8.713733075435202,58.49557949659403,0.00483558994197292,0.00483558994197292,0.0
4.0,2.4416610750764187,24.773306766180912,0.0037277268321777384,0.0037277268321777384,0.0
1.0,1.570048309178744,24.970295461146463,0.012077294685990338,0.012077294685990338,0.0
1.0,0.682720953326713,29.425819998551884,0.012413108242303872,0.012413108242303872,0.0
2.0,5.976289480668849,42.85373945050298,0.4998672918694152,0.4733256657524551,28.372998319030344
4.0,5.118282710280374,28.918471011466064,0.003650700934579439,0.003650700934579439,0.0
1.5,3.38074143156913,35.66982747817369,0.011657729074376311,0.011657729074376311,0.0
0.0,1.3423392612859097,19.78566099165706,0.008549931600547196,0.008549931600547196,0.0
0.0,0.8283825621286921,22.029813295475176,0.008367500627562547,0.008367500627562547,0.0
6.0,7.077011370565659,46.35553224960671,0.15782488611499695,0.13271638150579287,6.377560170737831
0.0,0.19989339019189767,14.503676259075583,0.006663113006396588,0.006663113006396588,0.0
4.0,6.393090760425184,32.3693150490013,0.13798037612428454,0.11753883892068684,1.8244071954210956
3.0,3.6033039525472583,29.05493828744451,0.033261267254282384,0.027717722711901992,0.027717722711901992
2.0,0.5627288494893042,18.35649932229516,0.003854307188282906,0.003854307188282906,0.0
1.0,3.7096650571012497,40.318671414946586,0.06898137502874224,0.04598758335249483,0.1762857361845635
2.0,1.763322884012539,30.73074785137042,0.7053291536050157,0.6792058516196446,18.01201671891327
0.0,0.7428531192789748,20.36301758366421,0.014082523588227008,0.014082523588227008,0.0
2.0,14.135226692653951,55.88732561473586,0.11137407768341918,0.10209290454313426,2.770430182375052
0.0,1.3584628564435197,26.23637887678122,0.012238404112103782,0.012238404112103782,0.0
2.0,8.21265243902439,40.213881316837906,0.0031758130081300817,0.0031758130081300817,0.0
1.0,1.9157088122605364,44.28405607309741,0.004119803897334487,0.004119803897334487,0.0
1.0,11.873708217518352,61.95218617413176,0.14966859097712207,0.0570166060865227,1.0084812201553703
0.0,0.026134680721317187,11.487303506650548,0.008711560240439063,0.008711560240439063,0.0
